name,city,country,country_code,iata,icao,x,y,elevation,apid,timezone,dst,tz_id,type,source,ap_uid,ap_name
Gulkana Airport,Gulkana,United States,,GKN,PAGK,-145.4570007,62.1548996,1586,3837,-9,A,America/Anchorage,airport,OurAirports,,"Gulkana Airport (GKN), United States"
Gulu Airport,Gulu,Uganda,,ULU,HUGU,32.27180099487305,2.8055601119995117,3510,5710,3,U,Africa/Kampala,airport,OurAirports,user,"Gulu Airport (ULU), Uganda"
Guna Airport,Guna,India,,GUX,VAGN,77.347298,24.654699,1600,3006,5.5,N,Asia/Calcutta,airport,OurAirports,,"Guna Airport (GUX), India"
Gunnedah Airport,,Australia,,GUH,YGDH,150.25100708007812,-30.96109962463379,863,12025,,,,airport,OurAirports,,"Gunnedah Airport (GUH), Australia"
Gunnison Crested Butte Regional Airport,Gunnison,United States,,GUC,KGUC,-106.9329987,38.53390121,7680,7051,-7,A,America/Denver,airport,OurAirports,user,"Gunnison Crested Butte Reg. (GUC), United States"
Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,,8A1,,-86.2657787,34.4017219,615,11006,-6,A,,airport,User,user,"Guntersville Municipal Air. (8A1), United States"
Gurayat Domestic Airport,Guriat,Saudi Arabia,,URY,OEGT,37.278898,31.412413,1672,2068,3,U,Asia/Riyadh,airport,OurAirports,,"Guriat-Gurayat Domestic Air. (URY), Saudi Arabia"
Guriel Airport,Guriel,Somalia,,GUO,,45.9856,5.3176,1000,13461,3,N,,,,user,"Guriel Airport (GUO), Somalia"
Gurney Airport,Gurney,Papua New Guinea,,GUR,AYGN,150.333999634,-10.3114995956,88,5422,10,U,Pacific/Port_Moresby,airport,OurAirports,user,"Gurney Airport (GUR), Papua New Guinea"
Gurupi Airport,Gurupi,Brazil,,GRP,SWGI,-49.132198333740234,-11.73960018157959,1148,7368,-3,S,America/Fortaleza,airport,OurAirports,user,"Gurupi Airport (GRP), Brazil"
Gustaf III Airport,Gustavia,France,,SBH,TFFJ,-62.84360122680664,17.904399871826172,49,6460,-4,E,,airport,OurAirports,user,"Gustavia-Gustaf III Airport (SBH), France"
Gustavo Artunduaga Paredes Airport,Florencia,Colombia,,FLA,SKFL,-75.5644,1.58919,803,2719,-5,U,America/Bogota,airport,OurAirports,,"Florencia-Gustavo Artunduaga Pa. (FLA), Colombia"
Gustavo Rizo Airport,Baracoa Playa,Cuba,,BCA,MUBA,-74.5062026977539,20.365299224853516,26,1898,-5,U,America/Havana,airport,OurAirports,,"Baracoa Playa-Gustavo Rizo Airport (BCA), Cuba"
Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,,ADZ,SKSP,-81.7112,12.5836,19,2749,-5,U,America/Bogota,airport,OurAirports,,"San Andres Island-Gustavo Rojas. (ADZ), Colombia"
Gustavo Vargas Airport,Tame,Colombia,,TME,SKTM,-71.7603,6.45108,1050,2751,-5,U,America/Bogota,airport,OurAirports,,"Tame-Gustavo Vargas Airport (TME), Colombia"
Gustavus Airport,Gustavus,United States,,GST,PAGS,-135.7070007,58.4253006,35,5960,-9,A,America/Anchorage,airport,OurAirports,user,"Gustavus Airport (GST), United States"
Gütersloh Air Base,Guetersloh,Germany,,GUT,ETUO,8.30633,51.922798,236,789,1,E,Europe/Berlin,airport,OurAirports,,"Guetersloh-Gütersloh Air Base (GUT), Germany"
Guymon Municipal Airport,Guymon,United States,,GUY,KGUY,-101.508003235,36.6851005554,3123,11084,-5,A,,airport,OurAirports,user,"Guymon Municipal Airport (GUY), United States"
Guyuan Liupanshan Airport,Guyuan,China,,GYU,ZLGY,106.216944444,36.0788888889,5696,8971,8,U,Asia/Shanghai,airport,OurAirports,user,"Guyuan Liupanshan Airport (GYU), China"
Gwadar International Airport,Gwadar,Pakistan,,GWD,OPGD,62.329498291015625,25.233299255371094,36,2203,5,N,Asia/Karachi,airport,OurAirports,,"Gwadar International Airport (GWD), Pakistan"
Gwalior Airport,Gwalior,India,,GWL,VIGR,78.22779846191406,26.29330062866211,617,3094,5.5,N,Asia/Calcutta,airport,OurAirports,,"Gwalior Airport (GWL), India"
Gwangju Airport,Kwangju,South Korea,,KWJ,RKJJ,126.805444,35.123173,39,2361,9,U,Asia/Seoul,airport,OurAirports,,"Kwangju-Gwangju Airport (KWJ), South Korea"
Gwaunaru'u Airport,Auki,Solomon Islands,,AKS,AGGA,160.682007,-8.70257,5,5405,11,U,Pacific/Guadalcanal,airport,OurAirports,user,"Auki-Gwaunaru'u Airport (AKS), Solomon Islands"
Gwinnett County Briscoe Field,Lawrenceville,United States,,LZU,KLZU,-83.96240234,33.97809982,1061,7847,-5,A,America/New_York,airport,OurAirports,user,"Lawrenceville-Gwinnett Cou. (LZU), United States"
Gyumri Shirak Airport,Gyumri,Armenia,,LWN,UDSG,43.859298706100006,40.7504005432,5000,3965,4,E,Asia/Yerevan,airport,OurAirports,,"Gyumri Shirak Airport (LWN), Armenia"
Ha'il Airport,Hail,Saudi Arabia,,HAS,OEHL,41.686298,27.437901,3331,2069,3,U,Asia/Riyadh,airport,OurAirports,,"Hail-Ha'il Airport (HAS), Saudi Arabia"
Hachijojima Airport,Hachijojima,Japan,,HAC,RJTH,139.785995483,33.1150016785,303,2352,9,U,Asia/Tokyo,airport,OurAirports,,"Hachijojima Airport (HAC), Japan"
Hachinohe Airport,Hachinoe,Japan,,HHE,RJSH,141.46600341796875,40.556400299072266,152,2343,9,U,Asia/Tokyo,airport,OurAirports,,"Hachinoe-Hachinohe Airport (HHE), Japan"
Haeju Airport,Haeju,North Korea,,HAE,,125.77863,38.00543,131,7554,8.5,U,Asia/Pyongyang,airport,User,user,"Haeju Airport (HAE), North Korea"
Hagerstown Regional Richard A Henson Field,Hagerstown,United States,,HGR,KHGR,-77.72949982,39.707901,703,6739,-5,A,America/New_York,airport,OurAirports,user,"Hagerstown Regional Richar. (HGR), United States"
Hagfors Airport,Hagfors,Sweden,,HFS,ESOH,13.578900337219238,60.02009963989258,474,5594,1,E,Europe/Stockholm,airport,OurAirports,user,"Hagfors Airport (HFS), Sweden"
Haifa International Airport,Haifa,Israel,,HFA,LLHA,35.04309844970703,32.80939865112305,28,1596,2,E,Asia/Jerusalem,airport,OurAirports,,"Haifa International Airport (HFA), Israel"
Haikou Meilan International Airport,Haikou,China,,HAK,ZJHK,110.45899963378906,19.934900283813477,75,4120,8,U,Asia/Shanghai,airport,OurAirports,user,"Haikou Meilan International Airport (HAK), China"
Haines Airport,Haines,United States,,HNS,PAHN,-135.5240020751953,59.24380111694336,15,5963,-9,A,America/Anchorage,airport,OurAirports,user,"Haines Airport (HNS), United States"
Haines Junction Airport,Haines Junction,Canada,,YHT,CYHT,-137.54600524902344,60.78919982910156,2150,11756,,,,airport,OurAirports,,"Haines Junction Airport (YHT), Canada"
Hakkari Yüksekova Airport,Hakkari,Turkey,,YKO,LTCW,44.2381,37.5497,6400,11357,2,E,,airport,OurAirports,user,"Hakkari Yüksekova Airport (YKO), Turkey"
Hakodate Airport,Hakodate,Japan,,HKD,RJCH,140.822006226,41.7700004578,151,2288,9,U,Asia/Tokyo,airport,OurAirports,,"Hakodate Airport (HKD), Japan"
Half Moon Bay Airport,Half Moon Bay,United States,,HAF,KHAF,-122.500999451,37.513401031499995,66,10360,-8,A,,airport,OurAirports,user,"Half Moon Bay Airport (HAF), United States"
Halifax / Stanfield International Airport,Halifax,Canada,,YHZ,CYHZ,-63.5085983276,44.8807983398,477,73,-4,A,America/Halifax,airport,OurAirports,,"Halifax / Stanfield International. (YHZ), Canada"
Halim Perdanakusuma International Airport,Jakarta,Indonesia,,HLP,WIHH,106.89099884033203,-6.266610145568848,84,6224,7,N,Asia/Jakarta,airport,OurAirports,user,"Jakarta-Halim Perdanakusuma In. (HLP), Indonesia"
Haliwen Airport,Atambua,Indonesia,,ABU,WATA,124.9,-9.333333,1434,9865,8,N,Asia/Makassar,airport,User,user,"Atambua-Haliwen Airport (ABU), Indonesia"
Hall Beach Airport,Hall Beach,Canada,,YUX,CYUX,-81.2425,68.77610015869999,30,148,-5,A,America/Toronto,airport,OurAirports,,"Hall Beach Airport (YUX), Canada"
Halli Airport,Halli,Finland,,KEV,EFHA,24.786686,61.856039,479,419,2,E,Europe/Helsinki,airport,OurAirports,,"Halli Airport (KEV), Finland"
Halliburton Field,Duncan,United States,,DUC,KDUC,-97.9598999,34.47090149,1114,7880,-6,A,America/Chicago,airport,OurAirports,user,"Duncan-Halliburton Field (DUC), United States"
Halls Creek Airport,Halls Creek,Australia,,HCQ,YHLC,127.66999816894531,-18.23390007019043,1346,7575,8,U,Australia/Perth,airport,OurAirports,user,"Halls Creek Airport (HCQ), Australia"
Halmstad Airport,Halmstad,Sweden,,HAD,ESMT,12.820199966430664,56.69110107421875,101,709,1,E,Europe/Stockholm,airport,OurAirports,,"Halmstad Airport (HAD), Sweden"
Hamad International Airport,Doha,Qatar,,DOH,OTHH,51.608056,25.273056,13,11051,3,N,,airport,OurAirports,user,"Doha-Hamad International Airport (DOH), Qatar"
Hamadan Airport,Hamadan,Iran,,HDM,OIHH,48.5525016784668,34.86920166015625,5755,6790,3.5,E,Asia/Tehran,airport,OurAirports,user,"Hamadan Airport (HDM), Iran"
Hamburg Airport,Hamburg,Germany,,HAM,EDDH,9.9882297515869,53.630401611328,53,342,1,E,Europe/Berlin,airport,OurAirports,,"Hamburg Airport (HAM), Germany"
Hamburg Hbf,Hamburg,Germany,,ZMB,,10.006683,53.552776,30,8810,1,E,Europe/Berlin,station,User,user,"Hamburg Hbf (ZMB), Germany"
Hamburg Inc Airport,Hamburg,United States,,4G2,,-78.9147569,42.7008925,751,8546,-5,A,America/New_York,airport,User,user,"Hamburg Inc Airport (4G2), United States"
Hamburg-Finkenwerder Airport,Hamburg,Germany,,XFW,EDHI,9.835556030273438,53.5352783203125,23,362,1,E,Europe/Berlin,airport,OurAirports,,"Hamburg-Finkenwerder Airport (XFW), Germany"
Hami Airport,Hami,China,,HMI,ZWHM,93.669197,42.8414,2703,6743,8,U,Asia/Shanghai,airport,OurAirports,user,"Hami Airport (HMI), China"
Hamid Karzai International Airport,Kabul,Afghanistan,,KBL,OAKB,69.212303,34.565899,5877,2050,4.5,U,Asia/Kabul,airport,OurAirports,,"Kabul-Hamid Karzai Internati. (KBL), Afghanistan"
Hamilton Airport,Hamilton,Australia,,HLT,YHML,142.06500244140625,-37.64889907836914,803,7574,10,O,Australia/Hobart,airport,OurAirports,user,"Hamilton Airport (HLT), Australia"
Hamilton International Airport,Hamilton,New Zealand,,HLZ,NZHN,175.332000732,-37.8666992188,172,2015,12,Z,Pacific/Auckland,airport,OurAirports,,"Hamilton International Airpo. (HLZ), New Zealand"
Hamilton Island Airport,Hamilton Island,Australia,,HTI,YBHM,148.95199585,-20.3581008911,15,6242,10,O,Australia/Brisbane,airport,OurAirports,user,"Hamilton Island Airport (HTI), Australia"
Hammerfest Airport,Hammerfest,Norway,,HFT,ENHF,23.668600082397,70.679702758789,266,4325,1,E,Europe/Oslo,airport,OurAirports,user,"Hammerfest Airport (HFT), Norway"
Hammond Northshore Regional Airport,Hammond,USA,,HDC,KHDC,-90.4183797,30.5216875,46,14961,-5,A,,,,user,"Hammond Northshore Regional Airport (HDC), USA"
Hana Airport,Hana,United States,,HNM,PHHN,-156.01400756835938,20.79560089111328,78,3445,-10,A,Pacific/Honolulu,airport,OurAirports,,"Hana Airport (HNM), United States"
Hanamaki Airport,Hanamaki,Japan,,HNA,RJSI,141.13499450683594,39.4286003112793,297,2344,9,U,Asia/Tokyo,airport,OurAirports,,"Hanamaki Airport (HNA), Japan"
Hanau Army Air Field,Hanau,Germany,,ZNF,ETID,8.96159,50.169201,368,764,1,E,Europe/Berlin,airport,OurAirports,,"Hanau Army Air Field (ZNF), Germany"
Hancock County-Bar Harbor Airport,Bar Harbor,United States,,BHB,KBHB,-68.3615036,44.45000076,83,4025,-5,A,America/New_York,airport,OurAirports,user,"Bar Harbor-Hancock County-. (BHB), United States"
Handan Airport,Handan,China,,HDG,ZBHD,114.425555556,36.5258333333,229,8407,8,N,Asia/Shanghai,airport,OurAirports,user,"Handan Airport (HDG), China"
Hang Nadim International Airport,Batam,Indonesia,,BTH,WIDD,104.119003296,1.12102997303,126,3903,7,N,Asia/Jakarta,airport,OurAirports,,"Batam-Hang Nadim International. (BTH), Indonesia"
Hangzhou Xiaoshan International Airport,Hangzhou,China,,HGH,ZSHC,120.43399810791016,30.22949981689453,23,3386,8,U,Asia/Shanghai,airport,OurAirports,,"Hangzhou Xiaoshan International Ai. (HGH), China"
Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,,HAQ,VRMH,73.17050170898438,6.744229793548584,4,6184,5,U,Indian/Maldives,airport,OurAirports,user,"Haa Dhaalu Atoll-Hanimaadhoo Ai. (HAQ), Maldives"
Hannover Airport,Hannover,Germany,,HAJ,EDDV,9.685079574580001,52.461101532,183,352,1,E,Europe/Berlin,airport,OurAirports,,"Hannover Airport (HAJ), Germany"
Hannover Messe-Heliport,Hannover,Germany,,ZVM,,9.822136,52.329035,152,8749,1,E,Europe/Berlin,airport,User,user,"Hannover Messe-Heliport (ZVM), Germany"
Hanzhong Chenggu Airport,Hanzhong,China,,HZG,ZLHZ,107.206014,33.134136,0,6364,8,U,Asia/Shanghai,airport,OurAirports,user,"Hanzhong Chenggu Airport (HZG), China"
Hao Airport,Hao Island,French Polynesia,,HOI,NTTO,-140.9459991455078,-18.074800491333008,10,1993,-10,U,,airport,OurAirports,,"Hao Island-Hao Airport (HOI), French Polynesia"
Harar Meda Airport,Debre Zeyit,Ethiopia,,QHR,HAHM,39.0059,8.7163,6201,7421,3,U,Africa/Addis_Ababa,airport,OurAirports,user,"Debre Zeyit-Harar Meda Airport (QHR), Ethiopia"
Hardwick Field,Cleveland,United States,,HDI,KHDI,-84.8323974609375,35.22010040283203,874,8793,-5,A,America/New_York,airport,OurAirports,user,"Cleveland-Hardwick Field (HDI), United States"
Harford County Airport,Churchville,United States,,0W3,,-76.2024028,39.5668378,409,8552,-5,A,America/New_York,airport,User,user,"Churchville-Harford County. (0W3), United States"
Harris County Airport,Pine Mountain,United States,,PIM,KPIM,-84.8824005127,32.8406982422,902,8305,-5,A,America/New_York,airport,OurAirports,user,"Pine Mountain-Harris Count. (PIM), United States"
Harris Ranch,Coalinga,United States,,3O8,,-120.2384722,36.2481111,470,13733,-8,A,,,,user,"Coalinga-Harris Ranch (3O8), United States"
Harrisburg International Airport,Harrisburg,United States,,MDT,KMDT,-76.7633972168,40.1935005188,310,3542,-5,A,America/New_York,airport,OurAirports,,"Harrisburg International A. (MDT), United States"
Harrisburg Transportation Center,Harrisburg,United States,,ZUG,,-76.877778,40.261944,337,11394,-5,A,,unknown,User,user,"Harrisburg Transportation. (ZUG), United States"
Harrismith Airport,Harrismith,South Africa,,HRS,FAHR,29.106199264526367,-28.23509979248047,5585,810,2,U,Africa/Johannesburg,airport,OurAirports,,"Harrismith Airport (HRS), South Africa"
Harry Clever Field,New Philadelpha,United States,,PHD,KPHD,-81.419700622559,40.470901489258,894,8312,-5,A,America/New_York,airport,OurAirports,user,"New Philadelpha-Harry Clev. (PHD), United States"
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,,EVE,ENEV,16.678100585938,68.491302490234,84,641,1,E,Europe/Oslo,airport,OurAirports,,"Harstad/Narvik Airport, Evenes (EVE), Norway"
Hartford Brainard Airport,Hartford,United States,,HFD,KHFD,-72.649398803711,41.736698150635,18,3780,-5,A,America/New_York,airport,OurAirports,,"Hartford Brainard Airport (HFD), United States"
Hartford Union Station,Hartford,United States,,ZRT,,-72.6815,41.76888,0,7043,-5,A,America/New_York,station,User,user,"Hartford Union Station (ZRT), United States"
Hartness State,Springfield VT,United States,,VSF,,-72.517222,43.343333,577,4267,-5,A,America/New_York,unknown,User,user,"Springfield VT-Hartness St. (VSF), United States"
Hartsfield Jackson Atlanta International Airport,Atlanta,United States,,ATL,KATL,-84.428101,33.6367,1026,3682,-5,A,America/New_York,airport,OurAirports,,"Atlanta-Hartsfield Jackson. (ATL), United States"
Hartsville Regional Airport,Hartsville,United States,,HVS,KHVS,-80.11920166019999,34.4030990601,364,10133,-5,A,,airport,OurAirports,user,"Hartsville Regional Airport (HVS), United States"
Harun Thohir Airport,Bawean,Indonesia,,BXW,,112.679167,-5.723611,69,12983,7,N,,,,user,"Bawean-Harun Thohir Airport (BXW), Indonesia"
Hasanuddin International Airport,Ujung Pandang,Indonesia,,UPG,WAAA,119.55400085449219,-5.061629772186279,47,3240,8,N,Asia/Makassar,airport,OurAirports,,"Ujung Pandang-Hasanuddin Inter. (UPG), Indonesia"
Hassan I Airport,El Aaiún,Western Sahara,,EUN,GMML,-13.2192,27.151699,207,5672,0,N,Africa/El_Aaiun,airport,OurAirports,user,"El Aaiún-Hassan I Airport (EUN), Western Sahara"
Hassi R'Mel Airport,Tilrempt,Algeria,,HRM,DAFH,3.311539888381958,32.93040084838867,2540,224,1,N,Africa/Algiers,airport,OurAirports,,"Tilrempt-Hassi R'Mel Airport (HRM), Algeria"
Hastings Airport,Hastings,United States,,9D9,,-85.3457533,42.6633061,800,14781,-4,A,,,,user,"Hastings Airport (9D9), United States"
Hastings Airport,Freetown,Sierra Leone,,HGS,GFHA,-13.12909984588623,8.397130012512207,60,7924,0,N,Africa/Freetown,airport,OurAirports,user,"Freetown-Hastings Airport (HGS), Sierra Leone"
Hasvik Airport,Hasvik,Norway,,HAA,ENHK,22.139699935913,70.486701965332,21,646,1,E,Europe/Oslo,airport,OurAirports,,"Hasvik Airport (HAA), Norway"
Hat Yai International Airport,Hat Yai,Thailand,,HDY,VTSS,100.392997742,6.93320989609,90,3181,7,U,Asia/Bangkok,airport,OurAirports,,"Hat Yai International Airport (HDY), Thailand"
Hatay Airport,Hatay,Turkey,,HTY,LTDA,36.282222747800006,36.36277771,269,7453,3,U,Europe/Istanbul,airport,OurAirports,user,"Hatay Airport (HTY), Turkey"
Hatch Municipal Airport,Hatch,United States,,E05,,-107.1954089,32.660292,4129,13147,-6,A,,,,user,"Hatch Municipal Airport (E05), United States"
Hateruma Airport,Taketomi,Japan,,HTR,RORH,123.805999756,24.0589008331,43,10166,9,N,,airport,OurAirports,user,"Taketomi-Hateruma Airport (HTR), Japan"
Hatfield,Hatfield,United Kingdom,,HTF,,-0.24833,51.765,254,7842,0,U,Europe/London,unknown,User,user,"Hatfield (HTF), United Kingdom"
Hato International Airport,Willemstad,Netherlands Antilles,,CUR,TNCC,-68.959801,12.1889,29,2897,-4,U,America/Curacao,airport,OurAirports,,"Willemstad-Hato Int. (CUR), Netherlands Antilles"
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,,HBG,KHBG,-89.25279999,31.26479912,151,8951,-6,A,America/Chicago,airport,OurAirports,user,"Hattiesburg Bobby L Chain. (HBG), United States"
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,,PIB,KPIB,-89.33709716796875,31.467100143432617,298,5759,-6,A,America/Chicago,airport,OurAirports,user,"Hattiesburg/Laurel-Hatties. (PIB), United States"
Haugesund Airport,Haugesund,Norway,,HAU,ENHD,5.2083601951599,59.34529876709,86,645,1,E,Europe/Oslo,airport,OurAirports,,"Haugesund Airport (HAU), Norway"
Hauptbahnhof,Salzburg,Austria,,ZSB,,13.046667,47.813056,1391,8490,1,E,Europe/Vienna,station,User,user,"Salzburg-Hauptbahnhof (ZSB), Austria"
Havadarya Airport,Bandar Abbas,Iran,,HDR,OIKP,56.17250061035156,27.158300399780273,19,2138,3.5,E,Asia/Tehran,airport,OurAirports,,"Bandar Abbas-Havadarya Airport (HDR), Iran"
Haverfordwest Airport,Haverfordwest,United Kingdom,,HAW,EGFE,-4.9611101150512695,51.833099365234375,159,487,0,E,Europe/London,airport,OurAirports,,"Haverfordwest Airport (HAW), United Kingdom"
Havre City County Airport,Havre,United States,,HVR,KHVR,-109.762001,48.54299927,2591,3604,-7,A,America/Denver,airport,OurAirports,,"Havre City County Airport (HVR), United States"
Havre St Pierre Airport,Havre-Saint-Pierre,Canada,,YGV,CYGV,-63.61140060424805,50.281898498535156,124,7255,-5,A,America/Toronto,airport,OurAirports,user,"Havre-Saint-Pierre-Havre St Pierr. (YGV), Canada"
Hawarden Airport,Hawarden,United Kingdom,,CEG,EGNR,-2.9777801036834717,53.1781005859375,45,519,0,E,Europe/London,airport,OurAirports,,"Hawarden Airport (CEG), United Kingdom"
Hawke's Bay Airport,NAPIER,New Zealand,,NPE,NZNR,176.869995,-39.465801,6,4095,12,Z,Pacific/Auckland,airport,OurAirports,user,"NAPIER-Hawke's Bay Airport (NPE), New Zealand"
Hawthorne Industrial Airport,Mineral County,United States,,HTH,KHTH,-118.6324031,38.5450769,4230,15143,-7,A,,,,user,"Mineral County-Hawthorne I. (HTH), United States"
Hay Airport,,Australia,,HXX,YHAY,144.8300018310547,-34.53139877319336,305,12026,,,,airport,OurAirports,,"Hay Airport (HXX), Australia"
Hay River / Merlyn Carter Airport,Hay River,Canada,,YHY,CYHY,-115.782997131,60.8396987915,541,72,-7,A,America/Edmonton,airport,OurAirports,,"Hay River / Merlyn Carter Airport (YHY), Canada"
Hays Regional Airport,Hays,United States,,HYS,KHYS,-99.27320099,38.84220123,1999,7014,-6,A,America/Chicago,airport,OurAirports,user,"Hays Regional Airport (HYS), United States"
Hayward Executive Airport,Hayward,United States,,HWD,KHWD,-122.122001648,37.659198761,52,8982,-8,A,America/Los_Angeles,airport,OurAirports,user,"Hayward Executive Airport (HWD), United States"
